Tournament,Club,Player,Number,Date,Market_value,Nation,Pos,Position,Age,Min,Goals_scored,Assists,Penalty_Kick_Made,Penalty_Kick_Attempted,Shots_total_not_penalty,Shots_on_target,Yellow_cards,Red_cards,Touches,Tackles,Interceptions,Performance_Blocks,Expected_goals,Expected_non_penalty,Expected_assist_goals,Shot_create_actions,Goal_create_actions,Passes_completed,Passes_attempted,Passes_completion%,Passes_progressive,Passes_successed,Dribbles_attempted,Tackles.1,Tackles_won,Tackles_defensive_1/3,Tackles_middle_1/3,Tackles_attack_1/3,Dribblers_tackeled,Dribblers_challenged,Dribblers_tackeled%,Dribblers_unsucessful,Blocks,Blocks_shots,Blocks_pass,Block_interceptions,Tackled+Interception,Clearances,Errors_lead_opponent_shot,Touches_defensive_pen_area,Touches_defensive_1/3,Touches_middle_1/3,Touches_attack_1/3,Touches_attack_pen_area,Touches_Live,Dribbles_Success,Dribbles_Success%,Dribbles_Miscontrol,Dribbles_Dispossessed,Passes_received,Progressive_passes_received,Passing_distance_total,Progressive_passing_distance,Short_passes_completed,Short_passes_attempted,Short_passes_completion%,Medium_passes_completed,Medium_passes_attempted,Medium_passes_completion%,Long_passes_completed,Long_passes_attempted,Long_passes_completion%,Expected_assists,Passes_lead_shot,Passes_into_1/3,Passes_into_pen_area,Crosses_into_pen_area,Passes_live_ball,Passes_dead_ball,Passes_from_freekicks,Passes_through_balls,Passes_Switches,Passes_crosses,Passes_throw-Ins_taken,Corner_kicks,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Straight,Passes_offside,Passes_blocked
Laliga,Espanyol Barcelona,Sergio García,9.0,2019-06-11,1000000,es ESP,FW,Forward,35,50.435483870967744,0.064516129032258,0.1129032258064516,0.0,0.0,1.1935483870967742,0.4516129032258064,0.1129032258064516,0.0,21.080645161290324,0.532258064516129,0.3225806451612903,0.1935483870967742,0.1161290322580645,0.1161290322580645,0.0983870967741935,1.9516129032258065,0.2580645161290322,10.32258064516129,15.483870967741936,64.26290322580645,1.7096774193548387,0.6129032258064516,1.3387096774193548,0.532258064516129,0.3548387096774194,0.0806451612903225,0.3387096774193548,0.1129032258064516,0.0967741935483871,0.6129032258064516,5.645161290322581,0.5161290322580645,0.1935483870967742,0.064516129032258,0.1290322580645161,0.3225806451612903,0.8548387096774194,0.2580645161290322,0.0,0.3548387096774194,1.7741935483870968,8.483870967741936,11.096774193548388,2.2419354838709675,21.080645161290324,0.6129032258064516,27.796774193548387,1.7741935483870968,1.2903225806451613,16.306451612903224,3.70967741935484,163.9193548387097,51.62903225806452,5.758064516129032,7.403225806451613,72.40161290322581,3.0806451612903225,4.5,52.70967741935483,0.967741935483871,1.8870967741935485,41.59516129032257,0.0790322580645161,0.8709677419354839,1.032258064516129,0.8387096774193549,0.1290322580645161,14.016129032258064,1.3387096774193548,0.2419354838709677,0.0967741935483871,0.1290322580645161,1.1935483870967742,0.1935483870967742,0.5483870967741935,0.1451612903225806,0.1612903225806451,0.032258064516129,0.1290322580645161,0.7741935483870968
Laliga,Fc Elche,José Ángel,16.0,2022-07-15,250000,es ESP,LB,Defender,31,75.36923076923077,0.023076923076923,0.0846153846153846,0.0,0.0,0.5846153846153846,0.1076923076923077,0.1692307692307692,0.0076923076923076,59.261538461538464,1.6615384615384616,1.0384615384615383,0.7,0.01,0.01,0.1169230769230769,2.0846153846153848,0.1769230769230769,34.45384615384615,52.25384615384616,65.52923076923078,3.4,0.9769230769230768,1.3153846153846154,1.6615384615384616,1.0923076923076922,0.8923076923076924,0.6153846153846154,0.1538461538461538,0.8615384615384616,1.4076923076923078,43.69,0.5461538461538461,0.7,0.1076923076923077,0.5923076923076923,1.0384615384615383,2.7,2.2153846153846155,0.023076923076923,2.3384615384615386,14.330769230769231,29.223076923076924,16.646153846153847,0.2846153846153846,59.261538461538464,0.9769230769230768,47.19230769230769,0.7846153846153846,0.5538461538461539,29.338461538461537,0.8461538461538461,708.7461538461539,312.7692307692308,13.146153846153846,15.515384615384615,80.38307692307691,14.046153846153846,19.59230769230769,71.68615384615383,6.538461538461538,14.392307692307693,47.800769230769234,0.1146153846153846,1.1153846153846154,4.007692307692308,1.3461538461538465,0.8846153846153846,39.62307692307692,12.307692307692308,1.7846153846153847,0.0153846153846153,1.1538461538461535,5.684615384615385,9.815384615384616,0.7076923076923077,0.0538461538461538,0.6230769230769231,0.0153846153846153,0.3230769230769231,1.3846153846153846
Laliga,Fc Girona,Juan Carlos,1.0,2022-11-07,300000,es ESP,GK,Goal Keeper,34,47.64,0.0,0.04,0.0,0.0,0.2,0.04,0.0,0.0,19.72,0.2,0.08,0.28,0.028,0.028,0.012,0.56,0.08,14.56,17.52,82.45199999999998,0.6,0.2,0.32,0.2,0.12,0.16,0.04,0.0,0.08,0.6,2.332,0.52,0.28,0.0,0.28,0.08,0.28,0.32,0.04,13.0,14.84,2.76,2.16,0.44,19.72,0.2,16.0,0.56,0.44,11.64,0.56,330.92,198.2,3.76,4.08,77.32400000000001,7.88,8.36,76.34,2.84,4.76,39.34,0.0,0.16,0.4,0.16,0.0,14.4,3.04,0.56,0.04,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.04
Premier League,Fc Chelsea,Reece James,24.0,2022-11-03,70000000,eng ENG,"RM,CB,LM",Midfielder,22,70.91011235955057,0.0786516853932584,0.1573033707865168,0.0,0.0,1.0786516853932584,0.2921348314606741,0.1235955056179775,0.0112359550561797,68.32584269662921,1.5617977528089888,0.6966292134831461,0.9325842696629212,0.0719101123595505,0.0719101123595505,0.1584269662921348,2.7752808988764044,0.2584269662921348,51.46067415730337,61.146067415730336,82.14606741573034,3.033707865168539,1.1910112359550562,1.7191011235955056,1.5617977528089888,1.0224719101123596,0.6853932584269663,0.7078651685393258,0.1685393258426966,0.5393258426966292,1.1573033707865168,24.73932584269663,0.6179775280898876,0.9325842696629212,0.2022471910112359,0.7303370786516854,0.6966292134831461,2.258426966292135,1.2584269662921348,0.0,1.820224719101124,14.55056179775281,30.56179775280899,23.89887640449438,1.6067415730337078,68.32584269662921,1.1910112359550562,42.97752808988764,0.8539325842696629,0.797752808988764,47.561797752808985,2.898876404494382,813.7555555555556,207.45555555555555,27.01111111111112,29.211111111111112,90.1877777777778,19.3,22.366666666666667,84.09666666666666,3.588888888888889,5.955555555555556,52.56555555555556,0.1344444444444444,1.3666666666666667,2.611111111111111,1.4333333333333331,0.5777777777777777,52.62921348314607,8.348314606741573,1.0,0.0224719101123595,0.4044943820224719,4.46067415730337,6.561797752808989,0.7865168539325843,0.3932584269662921,0.2808988764044944,0.0,0.1685393258426966,1.0898876404494382
Laliga,Real Sociedad San Sebastian,Toño,3.0,2022-12-29,100000,es ESP,LB,Defender,30,79.35384615384615,0.0153846153846153,0.1076923076923077,0.0,0.0,0.3076923076923077,0.0769230769230769,0.1538461538461538,0.0,50.36923076923077,0.9076923076923076,0.6153846153846154,0.6923076923076923,0.02,0.02,0.0707692307692307,1.553846153846154,0.1692307692307692,32.98461538461538,43.07692307692308,73.85384615384616,2.169230769230769,1.353846153846154,2.323076923076924,0.9076923076923076,0.6615384615384615,0.6923076923076923,0.1692307692307692,0.0461538461538461,0.4615384615384615,0.9384615384615383,30.05076923076924,0.4769230769230769,0.6923076923076923,0.1384615384615384,0.5538461538461539,0.6153846153846154,1.523076923076923,1.8,0.0153846153846153,2.5846153846153848,16.584615384615386,21.13846153846153,13.553846153846154,1.1076923076923078,50.36923076923077,1.353846153846154,41.98615384615385,1.0615384615384615,0.676923076923077,29.246153846153845,2.123076923076923,511.9230769230769,206.01538461538465,18.846153846153847,21.06153846153846,86.46615384615384,10.923076923076923,13.707692307692309,76.08923076923077,2.261538461538461,5.323076923076923,39.91230769230769,0.0584615384615384,0.7076923076923077,2.5846153846153848,0.8923076923076924,0.3846153846153846,33.86153846153846,8.96923076923077,1.015384615384615,0.0307692307692307,0.2923076923076923,2.646153846153846,7.907692307692308,0.0461538461538461,0.0,0.0,0.0,0.2461538461538461,1.2153846153846153
Serie A,Venezia Fc,Francesco Forte,9.0,2022-12-22,1500000,it ITA,FW,Forward,28,35.166666666666664,0.0833333333333333,0.0,0.0,0.0,0.9166666666666666,0.1666666666666666,0.25,0.0,9.75,0.25,0.0,0.0833333333333333,0.0999999999999999,0.0999999999999999,0.075,0.6666666666666666,0.0833333333333333,4.333333333333333,6.25,65.25,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.25,0.1666666666666666,0.0,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.4166666666666667,16.666666666666668,0.25,0.0833333333333333,0.0,0.0833333333333333,0.0,0.25,0.1666666666666666,0.0,0.1666666666666666,0.8333333333333334,5.083333333333333,4.083333333333333,1.5833333333333333,9.75,0.0833333333333333,8.333333333333334,1.0833333333333333,0.1666666666666666,6.583333333333333,1.4166666666666667,56.0,13.25,2.583333333333333,3.5,60.275,1.5833333333333333,2.25,62.64166666666667,0.0,0.0833333333333333,0.0,0.0,0.3333333333333333,0.1666666666666666,0.25,0.0,5.916666666666667,0.3333333333333333,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333
Premier League,Fc Southampton,Ibrahima Diallo,27.0,2022-11-03,8000000,fr FRA,CM,Midfielder,23,57.61538461538461,0.0,0.0384615384615384,0.0,0.0,0.3076923076923077,0.0897435897435897,0.1025641025641025,0.0,36.282051282051285,1.448717948717949,0.6025641025641025,0.4615384615384615,0.0153846153846153,0.0153846153846153,0.0371794871794871,1.0,0.0897435897435897,25.58974358974359,30.666666666666668,78.59487179487179,1.935897435897436,0.8461538461538461,1.1794871794871795,1.448717948717949,0.8333333333333334,0.5512820512820513,0.782051282051282,0.1153846153846153,0.5128205128205128,1.0769230769230769,28.846153846153847,0.5641025641025641,0.4615384615384615,0.0384615384615384,0.4230769230769231,0.6025641025641025,2.051282051282051,0.6025641025641025,0.0641025641025641,1.3333333333333333,8.679487179487179,22.65384615384616,5.551282051282051,0.3717948717948718,36.282051282051285,0.8461538461538461,43.54615384615384,0.9743589743589745,0.782051282051282,24.03846153846154,0.6666666666666666,451.1923076923077,110.0,11.012820512820513,12.782051282051285,79.14871794871796,11.512820512820513,12.871794871794872,80.26923076923077,2.41025641025641,3.525641025641025,52.20512820512821,0.0141025641025641,0.4871794871794871,2.243589743589744,0.1666666666666666,0.0384615384615384,29.91025641025641,0.6666666666666666,0.6410256410256411,0.0512820512820512,0.2179487179487179,0.3205128205128205,0.0256410256410256,0.0,0.0,0.0,0.0,0.0897435897435897,0.5128205128205128
Ligue 1,Olympique Marseille,Álvaro González,3.0,2022-12-02,2500000,es ESP,CB,Defender,28,86.84552845528455,0.024390243902439,0.056910569105691,0.0,0.0,0.4959349593495935,0.089430894308943,0.4065040650406504,0.032520325203252,58.5609756097561,1.0731707317073171,1.146341463414634,0.8536585365853658,0.0414634146341463,0.0414634146341463,0.0252032520325203,0.6016260162601627,0.073170731707317,42.31707317073171,49.96747967479675,82.92682926829268,2.6341463414634148,0.065040650406504,0.0975609756097561,1.0731707317073171,0.7398373983739838,0.7886178861788617,0.2520325203252032,0.032520325203252,0.6178861788617886,0.975609756097561,41.46422764227643,0.3577235772357723,0.8536585365853658,0.5609756097560976,0.2926829268292683,1.146341463414634,2.2195121951219514,4.520325203252033,0.024390243902439,6.113821138211383,28.739837398373982,28.3739837398374,1.7154471544715446,0.7560975609756098,58.5609756097561,0.065040650406504,6.504065040650406,0.2032520325203252,0.073170731707317,39.3089430894309,0.1219512195121951,851.609756097561,336.3658536585366,14.317073170731708,15.439024390243905,91.67073170731707,21.682926829268293,24.08130081300813,87.86991869918701,5.8861788617886175,9.455284552845528,60.91707317073171,0.0146341463414634,0.2032520325203252,2.869918699186992,0.1544715447154471,0.056910569105691,47.99186991869919,1.853658536585366,1.5528455284552845,0.016260162601626,0.6016260162601627,0.1788617886178861,0.3008130081300813,0.0,0.0,0.0,0.0,0.1219512195121951,0.2357723577235772
Ligue 1,Dijon Fco,Quentin Bernard,3.0,2022-11-02,400000,fr FRA,LB,Defender,33,90.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,66.71428571428571,1.2857142857142858,2.142857142857143,1.2857142857142858,0.0,0.0,0.0857142857142857,1.7142857142857142,0.1428571428571428,46.285714285714285,59.57142857142857,77.45714285714287,2.857142857142857,0.1428571428571428,0.5714285714285714,1.2857142857142858,1.0,0.5714285714285714,0.2857142857142857,0.4285714285714285,1.0,2.142857142857143,35.714285714285715,1.1428571428571428,1.2857142857142858,0.1428571428571428,1.1428571428571428,2.142857142857143,3.4285714285714284,2.4285714285714284,0.0,4.428571428571429,21.285714285714285,34.42857142857143,11.428571428571429,0.2857142857142857,66.71428571428571,0.1428571428571428,14.285714285714286,0.2857142857142857,0.1428571428571428,41.71428571428572,0.7142857142857143,835.4285714285714,425.1428571428572,21.0,22.857142857142858,92.15714285714286,17.428571428571427,22.0,78.94285714285715,6.285714285714286,11.857142857142858,52.41428571428572,0.0571428571428571,1.0,4.428571428571429,0.8571428571428571,0.5714285714285714,49.285714285714285,9.857142857142858,1.7142857142857142,0.0,0.5714285714285714,2.0,8.142857142857142,0.0,0.0,0.0,0.0,0.4285714285714285,1.1428571428571428
Ligue 1,Rc Strassburg Alsace,Jérémy Blayac,13.0,2019-06-27,250000,fr FRA,FW,Forward,34,36.68,0.12,0.04,0.0,0.0,1.32,0.36,0.08,0.0,19.12,0.2,0.04,0.28,0.1879999999999999,0.1879999999999999,0.068,1.44,0.12,9.12,14.44,54.57199999999999,0.8,0.4,0.52,0.2,0.12,0.0,0.12,0.08,0.08,0.36,4.0,0.28,0.28,0.08,0.2,0.04,0.24,0.44,0.0,0.48,0.96,8.12,10.16,3.08,19.12,0.4,28.0,1.56,0.8,16.4,4.64,115.84,22.16,5.4,8.16,60.572,2.6,3.8,53.588,0.24,0.48,24.0,0.052,0.68,0.72,0.24,0.04,14.08,0.32,0.0,0.04,0.04,0.36,0.0,0.0,0.0,0.0,0.0,0.04,0.52
